"","a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","b1","b10","b11","b12","b13","b14","b15","b16","b17","b2","b4","b6","b7","b8","b9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
"ME106537",3040,6400,180000,11400,1290,1430,2370,1220,89300,231000,158000,1300,6760,3160,2710,31000,3320,6580,5000,50100,974000,12800,16000,12100000,41800,1040,130000,15900,1.51e+08,3200,3160,18000,7450000,5180,2380,2700000,19600,2930,193000,1530000,645000,15000,112000,3810,1180
"ME106559",31000,112000,120000,436000,838000,5850,180000,49800,21000,126000,875000,57500,465000,515000,1970,137000,53500,1.2e+07,870000,278000,182000,712000,352000,55300,3190000,569000,84900,144000,214000,51700,14700,285000,356000,319000,2060000,39100,560000,79500,41100,483000,162000,633000,57300,1090000,78100
"ME106560",118000,25700,392000,123000,210000,6220,6510,10600,29300,388000,757000,32300,8060,5870000,60500,25700,135000,901000,67400,284000,17000,1100000,59700,56300,359000,1610000,134000,66600,167000,254000,17700,122000,7460000,5520000,638000,41300,167000,228000,50900,94100,383000,274000,617000,120000,756000
"ME106561",92600,25700,392000,84000,210000,6220,6510,10600,21600,138000,757000,32300,8060,441000,60500,25700,135000,901000,67400,284000,17000,1100000,59700,56300,359000,3950000,48100,66600,167000,34000,17700,87300,13100000,1880000,638000,41300,167000,228000,50900,94100,383000,274000,617000,120000,36400
"ME106562",63700,112000,216000,436000,838000,29500,180000,49800,24100,36400,875000,57500,177000,374000,43900,137000,53500,4840000,870000,278000,182000,712000,570000,55300,8920000,569000,84900,144000,84200,51700,40900,285000,1070000,526000,2060000,318000,560000,98600,403000,647000,421000,633000,57300,1090000,270000
"ME106563",36400,84400,649000,574000,17100000,17100,190000,256000,39300,1040000,404000,80300,230000,534000,238000,88300,280000,563000,398000,310000,182000,369000,81600,102000,160000,6560000,327000,42600,225000,220000,141000,225000,760000,943000,796000,129000,903000,137000,130000,1170000,350000,561000,206000,194000,53300
"ME106564",1710000,217000,1860000,1070000,837000,739000,857000,553000,74900,11800000,983000,458000,26300000,458000,186000,1560000,8690000,14400000,3140000,1250000,1270000,2590000,461000,10400000,755000,8710000,37200,7690000,20500000,138000,1210000,22800000,302000,1730000,2120000,1920000,781000,812000,368000,1370000,1180000,1820000,154000,851000,212000
"ME106565",204000,383000,786000,1630000,632000,320000,437000,133000,189000,855000,1460000,173000,678000,370000,841000,3010000,1920000,319000,24700000,398000,341000,18300000,708000,433000,362000,1370000,130000,354000,1680000,6330000,205000,3390000,1780000,1350000,282000,398000,1e+07,464000,98000,85200,530000,313000,339000,332000,1580000
"ME106566",4930000,96900,504000,25200000,5580000,52700,526000,87700,3210000,794000,748000,716000,161000,1210000,1030000,10300000,130000,650000,35500000,1070000,54600,539000,31200,1330000,1160000,4320000,1660000,312000,3350000,2090000,3380000,98700,7680000,2470000,1400000,87500,964000,16400,2220000,1260000,1200000,1490000,255000,1040000,1890000
"ME106567",88300,338000,396000,1870000,159000,16700,504000,233000,82300,735000,424000,261000,163000,1200000,75400,576000,682000,514000,1050000,120000,384000,564000,238000,21700,442000,360000,428000,103000,306000,198000,133000,147000,258000,845000,481000,134000,3070000,233000,70500,399000,242000,688000,130000,368000,239000
"ME106538",425000,326000,975000,2710000,266000,426000,2280000,277000,97500,2180000,1260000,165000,387000,388000,482000,2530000,670000,1870000,2260000,291000,1440000,1730000,390000,360000,908000,1050000,91100,333000,1940000,736000,353000,87100,690000,2290000,760000,453000,3040000,343000,436000,615000,366000,959000,115000,295000,927000
"ME106568",2760000,2510000,1040000,3200000,1670000,1450000,4510000,2010000,1650000,4690000,3540000,2660000,1210000,1500000,1850000,3770000,3750000,2840000,688000,1120000,3360000,3860000,2e+06,1210000,4140000,1990000,2520000,2210000,5360000,345000,1860000,5510000,1250000,3280000,1830000,3050000,4390000,2290000,1710000,4150000,1400000,4150000,1680000,2420000,1160000
"ME106569",NA,757000,3550,626000,196000,46900,8440000,4450,3140,913000,2620,174000,21200,189000,171000,1010000,2640,9520,1310000,45000,4180,2030000,512000,29100,409000,191000,2840000,586000,1520,306000,107000,41500,24700,538000,48000,395000,1010000,1730,1070,91900,5140,67600000,31000,6470000,15900
"ME106570",82800000,42700000,1.73e+08,1.21e+08,5.9e+07,35900000,63100000,39500000,28600000,91800000,62600000,43100000,2.03e+08,1.07e+08,28300000,80900000,80900000,1.71e+08,1.03e+08,6.1e+07,52200000,1.12e+08,41900000,5.4e+07,70600000,81100000,4.6e+07,59300000,1.24e+08,28300000,45500000,1.5e+08,1.28e+08,97500000,1.82e+08,1.03e+08,1.39e+08,58700000,28500000,63800000,61200000,85900000,3.8e+07,5.6e+07,36500000
"ME106571",7250,7440,7790,NA,9940,1010,75800,NA,5020,NA,3400,525,7600,13300,203000,2590,2460,NA,2360,852,NA,1500,NA,22000,2810,NA,1230,931,10700,245000,276000,70900,1430000,1300000,53200,572000,941000,321000,423000,675000,632000,754000,401000,664000,276000
"ME106572",2910000,10400000,46900000,24800000,13600000,2410000,14600000,13500000,8370000,42500000,10300000,9820000,3.4e+07,32100000,6410000,21100000,1.44e+08,78400000,17600000,12800000,14200000,45200000,8450000,3780000,19600000,27900000,11600000,2860000,17500000,2590000,29900000,14300000,21100000,21300000,15900000,19500000,2.2e+07,10100000,3640000,12600000,10900000,31200000,3940000,16800000,7350000
"ME106573",602000,1580000,15300000,15600000,3340000,355000,3320000,990000,398000,2390000,3890000,840000,1330000,1420000,224000,5380000,4050000,8e+06,7460000,3700000,3300000,4790000,729000,227000,502000,2900000,2330000,1110000,868000,1340000,1130000,734000,14300000,9460000,3530000,1660000,6970000,748000,745000,1520000,1570000,5690000,1530000,1510000,1300000
"ME106574",1520000,665000,1e+06,1350000,1170000,437000,995000,801000,408000,1480000,951000,723000,2280000,1740000,469000,1090000,1170000,1380000,1340000,1270000,998000,12100000,899000,1160000,1650000,743000,826000,927000,1460000,464000,681000,17300000,457000,1130000,23800000,1250000,716000,926000,326000,2790000,964000,1210000,571000,876000,656000
"ME106575",1530000,663000,998000,1350000,1160000,434000,994000,799000,406000,1480000,949000,720000,2280000,1740000,466000,1090000,1170000,1370000,1330000,1270000,995000,1550000,896000,1160000,1650000,735000,822000,924000,1450000,461000,677000,2320000,457000,1130000,3890000,1240000,716000,923000,324000,21600000,961000,1210000,564000,871000,649000
"ME106576",70500,253000,14100,106000,117000,28100,92600,117000,135000,183000,301000,21800,5580,177000,87000,160000,3390,308000,19600,124000,22900,264000,147000,148000,114000,317000,73300,8010,263000,35200,13500000,24200,17600000,214000,93900,15300000,9850000,9190000,710000,13700000,104000,262000,14500000,2470000,380000
"ME106577",35900,43700,887000,1690000,110000,39900,181000,411000,239000,4770000,1890000,383000,156000,66900,659000,327000,872000,1770000,1e+06,264000,204000,357000,420000,385000,1300000,6630000,885000,37300,525000,1110000,291000,77800,556000,1190000,102000,307000,772000,160000,455000,940000,372000,509000,233000,23800,2e+06
"ME106578",833,1060,6450,1320,NA,706,4670,NA,NA,2260,1370,639,817,335000,NA,2740,1140,1440,1370,1540,1760,NA,1150,2270,2670,797000,NA,NA,2820,NA,958,1980000,31500,2630,2450,NA,2030,NA,1590,24200,NA,38700,6150,3260,1070
"ME106579",215000,36300,716000,162000,41400,265000,1040000,NA,21900,2050000,NA,NA,28600,NA,2800000,101000,24100,208000,204000,20700,969000,102000,7010,NA,65300,7610,NA,26900,272000,346000,37100,NA,67100,79700,32300,20300000,499000,33300,7440,765000,NA,53700,NA,104000,362000
"ME106580",1160000,33800000,54400000,2490000,1580000,2420000,1920000,160000,1760000,3540000,939000,1550000,1780000,17700000,398000,2340000,5070000,17900000,2970000,5760000,4400000,5330000,273000,819000,6220000,973000,1880000,2580000,3620000,274000,3410000,6040000,1580000,4080000,1790000,10200000,5460000,718000,724000,854000,895000,1710000,790000,3180000,1120000
"ME106581",16300000,12200000,27200000,47300000,17200000,7320000,16800000,17700000,1.4e+07,88200000,24600000,21900000,11200000,43500000,14700000,11300000,15400000,47800000,29100000,20100000,15200000,23500000,15100000,3190000,59300000,39700000,26700000,15200000,29100000,7380000,16200000,10200000,23600000,42800000,1.7e+07,20800000,21600000,16700000,13200000,1.04e+08,12700000,58800000,22200000,89400000,12600000
"ME106582",326000,14300,285000,342000,228000,12500,110000,560000,173000,1170000,1110000,43100,25400,126000,113000,50200000,13700,1070000,315000,243000,141000,392000,62000,9260,654000,246000,317000,146000,425000,18300,759000,1650,190000,296000,494000,38700,67300,445000,17200,1130000,311000,158000,292000,396000,1910
"ME106583",551000,15400000,5280000,3990000,326000,331000,321000,12800,251000,352000,1160000,1.6e+07,2260000,194000,489000,581000,13900000,16100000,1270000,8540000,819000,2490000,260000,703000,1310000,576000,17500,267000,2150000,515000,623000,1330000,1150000,2030000,561000,1290000,1460000,616000,232000,712000,2190000,1140000,172000,273000,574000
"ME106584",3320000,4400000,11800000,17200000,4450000,2700000,9630000,3240000,2380000,13300000,6650000,4810000,6590000,8600000,3450000,9260000,7990000,16800000,12300000,4760000,5680000,12600000,3960000,3560000,7100000,14900000,5700000,4340000,5700000,3600000,4160000,5900000,11700000,13800000,4900000,4240000,13500000,4210000,3500000,9910000,4810000,8780000,4370000,6860000,4900000
"ME106585",1670000,456000,17200000,3630000,1080000,481000,1550000,365000,61800,5920000,345000,539000,876000,1490000,1060000,2240000,1270000,2540000,3800000,676000,1560000,1140000,173000,638000,3220000,1840000,954000,501000,11800000,576000,658000,961000,597000,1370000,476000,1.1e+07,1220000,754000,577000,655000,298000,12600000,111000,1240000,6050000
"ME106586",309000,35600,1350000,166000,163000,60400,60900,120000,16800,380000,6370,22100,97700,1790000,116000,349000,264000,1620000,171000,8020000,94100,232000,9900,209000,448000,281000,86400,28200,307000,75900,212000,613000,189000,280000,7800000,1190000,226000,459000,24800000,350000,64400,1180000,7740,138000,515000
"ME106587",1640000,456000,4870000,13100000,1080000,481000,1550000,365000,22900,5110000,150000,539000,819000,1490000,1010000,1680000,1150000,2390000,1.4e+07,676000,1560000,1140000,173000,633000,1670000,1770000,940000,501000,5640000,576000,652000,725000,537000,1370000,476000,3990000,1220000,754000,316000,789000,180000,6330000,23600,1030000,17800000
"ME106588",37700,456000,699000,2690000,1080000,197000,1470000,365000,22900,18600000,173000,101000,172000,252000,1010000,1680000,180000,201000,3240000,676000,316000,1130000,129000,132000,1670000,644000,167000,487000,555000,576000,334000,645000,245000,1310000,476000,689000,1220000,207000,316000,789000,180000,578000,23600,1030000,5910000
"ME106589",1550000,431000,2780000,2310000,1550000,346000,829000,272000,271000,1130000,921000,225000,1060000,1780000,316000,2210000,1200000,1450000,2790000,1160000,645000,846000,148000,666000,1830000,11300000,779000,550000,2170000,438000,475000,2300000,1040000,1860000,1130000,1530000,1050000,1400000,5570000,1500000,326000,1570000,258000,1590000,696000
"ME106590",2750,NA,4730000,11800,NA,NA,NA,218000,241000,NA,1050000,935,380000,80000,3e+05,7970,1060,4350,2060000,NA,NA,NA,389000,NA,NA,133000,NA,1160000,1640,68300,NA,NA,5450000,NA,494000,1170,2130,324000,766000,NA,183000,952000,119000,42300,918000
"ME106591",711000,4860000,10900000,2.6e+07,1830000,966000,6070000,1990000,782000,1350000,5100000,1580000,5280000,4320000,664000,6280000,6480000,10100000,14700000,1630000,4880000,8770000,1970000,1150000,1230000,13900000,4110000,4350000,2290000,1050000,868000,5190000,1.2e+07,16200000,2010000,3370000,14300000,1980000,1920000,2300000,563000,8190000,4990000,5620000,782000
"ME106592",4680,4690,411000,2030000,4100,8760,523000,30600,6340,34500,3610000,1510000,439000,1810000,4200,20200000,14700,222000,8050,107000,28500,82900,17700,31000,296000,21300,245000,21300,399000,24500,889000,7860,504000,121000,20400,7700,1.4e+07,24400,3530,48700,6240,173000,181000,14300,32100
"ME106593",3360000,392000,958000,1690000,21200000,111000,449000,16400000,197000,24500000,23900000,112000,331000,633000,76300,5740000,614000,1430000,705000,7540000,495000,913000,33400000,248000,18300000,8560000,282000,272000,755000,123000,286000,371000,840000,921000,1.3e+07,506000,1760000,26900000,640000,42300000,297000,542000,327000,11400000,238000
"ME106594",7560000,143000,516000,117000,28300,24400,58000,34100,2710,128000,31600,35900,232000,179000,88000,6940,103000,7520,23300,28900,41400,97100,1320,40300,119000,609000,16200,57900,92200,192000,728000,4250000,275000,25200,6240,21700,79200,37100,89900,16700,9600,4500,5160,823000,283000
"ME106595",3290000,393000,958000,1720000,2e+07,111000,449000,16300000,190000,22800000,22800000,113000,331000,633000,74900,4350000,614000,1400000,705000,6350000,495000,913000,31900000,248000,16700000,4970000,282000,272000,755000,123000,283000,371000,840000,921000,10400000,506000,1800000,23300000,635000,29500000,297000,542000,322000,8830000,115000
"ME106596",64700,2720,107000,43200,93300,NA,9960,NA,NA,16900,16400,3280,2440,540000,NA,128000,390000,227000,142000,2560,12300,7020,2350,NA,31100,2610000,4660,1540,NA,5750,6940,27200,15300,1090000,NA,15400,4340,10300,20500,23700,1120,206000,NA,178000,39600
"ME106597",8140000,6080000,30700000,20100000,7640000,4210000,3720000,5680000,3610000,25600000,29700000,3220000,14900000,19600000,8080000,22100000,36200000,55500000,27300000,8720000,9820000,13200000,11600000,8900000,10400000,40900000,5120000,7100000,58200000,5330000,21200000,8570000,91400000,89900000,6290000,39600000,41500000,1.42e+08,23500000,28400000,3.7e+07,29600000,18400000,3.1e+07,23200000
"ME106598",1310,350000,2940,94900,11100,766,4770,62300,1130,162000,42900,NA,2950,174000,5340,2370,8590,4850,4560,42500,2130,18400,24700,3630,3250,411000,4080,6490,478000,11300,1840000,2750,2.6e+07,113000,36700,9540000,15300000,3480000,410000,16800000,2180,217000,10600000,3880000,354000
"ME106599",796000,609000,5030000,2970000,758000,446000,352000,508000,260000,4190000,4790000,281000,2630000,3450000,671000,3370000,6230000,8830000,4330000,786000,966000,1330000,1080000,732000,878000,6490000,445000,612000,9250000,361000,3450000,912000,14200000,13700000,590000,6220000,6190000,21500000,4050000,4860000,6020000,5180000,2090000,4780000,3620000
"ME106600",33800,99900,206000,1610000,2470000,2790,121000,47800,6800,108000,249000,11200,146000,593000,80500,425000,928000,487000,270000,14900000,150000,293000,1050000,2750,334000,974000,266000,46000,551000,255000,374000,14800,1340000,214000,95200,1460000,929000,1820000,1380000,11800000,38500,1460000,325000,992000,1240000
"ME106601",419000,3e+06,1480000,3220000,1450000,205000,575000,359000,254000,786000,3880000,18400000,627000,1150000,190000,573000,4450000,8020000,12700000,5310000,581000,865000,825000,319000,605000,2030000,4e+05,356000,545000,596000,422000,214000,1310000,6530000,2150000,910000,1350000,7880000,113000,528000,2290000,668000,275000,8e+05,1930000
"ME106602",43900,2150000,82300,1300000,39300,38400,101000,287000,121000,264000,155000,51300,17600,219000,67100,74300,654000,152000,250000,115000,195000,240000,142000,47900,145000,805000,90300,80800,219000,27400,56900,512000,367000,1100000,54100,424000,631000,1570000,167000,484000,153000,231000,166000,922000,699000
"ME106603",1320000,11100000,3.5e+07,45600000,6020000,9420000,12800000,1780000,5400000,32600000,18900000,7370000,10600000,7820000,3630000,16700000,18100000,54900000,14300000,8220000,10300000,32900000,2240000,601000,16300000,7380000,9940000,6690000,12100000,808000,5670000,13100000,11900000,19900000,5670000,32600000,41100000,4280000,2690000,30200000,6750000,42100000,937000,12100000,4300000
"ME106604",417000,581000,1240000,2220000,807000,586000,962000,413000,217000,1870000,9e+05,478000,1020000,881000,536000,2720000,1440000,1880000,1610000,741000,1140000,1240000,385000,404000,1230000,20400000,829000,385000,1360000,687000,763000,566000,1220000,1980000,639000,1170000,1270000,469000,381000,2020000,782000,1170000,775000,795000,782000
"ME106605",844000,9510000,33400000,61900000,11800000,3340000,13300000,11200000,3340000,4800000,17100000,6500000,17400000,14700000,968000,16900000,14500000,32800000,36900000,14100000,15200000,18200000,12600000,3930000,4420000,39900000,11300000,15300000,12800000,3560000,3030000,8300000,35600000,39500000,16500000,9130000,26100000,1.1e+07,5540000,7360000,2570000,21100000,18400000,16300000,1450000
"ME106606",315000,821000,846000,1380000,409000,496000,1140000,219000,287000,1980000,1110000,565000,1360000,1540000,120000,14400000,8960000,2160000,3e+06,1200000,916000,1390000,257000,287000,1410000,538000,652000,696000,1800000,341000,642000,448000,1550000,1460000,692000,1290000,3990000,375000,306000,2190000,823000,1340000,602000,751000,505000
"ME106607",315000,821000,846000,1340000,409000,496000,1140000,232000,287000,1700000,1110000,565000,1360000,1470000,120000,2550000,1490000,2160000,1180000,1200000,916000,4360000,1050000,287000,1410000,538000,652000,696000,1800000,341000,642000,448000,1550000,1460000,692000,1290000,1840000,374000,306000,2050000,823000,1340000,602000,751000,505000
